Date,Time,Site,Location,Client Location ID,Device,Country,Region,Segment,Cost,Currency,Weight,Unit,Portions,Quantity,Duration,Food Item,Food Item Category,Loss Reason,Source,Disposition,Container,Stage of Processing,Operator,Event Order No.,Edited
2024-10-18,10:15:24,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.06,USD,2.08,lb,,1.0,52,Potatoes,Starch,Overproduction,Center Plate,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-18,10:11:16,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,8.03,USD,4.30,lb,,1.0,24,Eggs,Dairy & Eggs,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-10-18,10:09:32,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.80,USD,0.46,lb,,1.0,54,Waffle,Bread-Cereal,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-10-18,10:06:44,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,33.71,USD,6.14,lb,,1.0,78,Beef - Ground,Meat-Protein,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Plastic,Pre-Consumer,Student,,0,
2024-10-18,09:40:32,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.26,USD,3.43,lb,,1.0,58,Rice,Starch,Overproduction,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,21:31:10,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.10,USD,1.79,lb,,1.0,31,Dressing,Soup-Sauce-Gravy,Overproduction,Oski's,Compost,Soup Container-Small,Pre-Consumer,FSW,,0,
2024-10-17,21:30:02,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,37.13,USD,8.25,lb,,1.0,48,Alternative Meat,Meat-Protein,Overproduction,Deli,Compost,Soup Container-Med,Pre-Consumer,FSW,,0,
2024-10-17,21:29:03,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,20.69,USD,12.56,lb,,1.0,22,Tofu,Meat-Protein,Overproduction,Oski's,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,21:28:22,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,16.28,USD,9.88,lb,,1.0,18,Tofu,Meat-Protein,Overproduction,Oski's,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,21:27:42,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,26.06,USD,15.82,lb,,1.0,21,Tofu,Meat-Protein,Overproduction,Oski's,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,21:26:58,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,14.33,USD,4.41,lb,,1.0,36,Pizza w Cheese,Mixed Foods,Presented - Not Sold,Bear Fit,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,21:26:10,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.46,USD,0.14,lb,,1.0,36,Pizza w Cheese,Mixed Foods,Overproduction,Oski's,Compost,Patient Plate,Pre-Consumer,FSW,,0,
2024-10-17,21:25:33,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.46,USD,0.14,lb,,1.0,62,Pizza w Cheese,Mixed Foods,Presented - Not Sold,Oski's,Compost,Patient Plate,Pre-Consumer,FSW,,0,
2024-10-17,21:23:23,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.09,USD,9.98,lb,,1.0,16,Potatoes,Starch,Overproduction,Oski's,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,21:22:55,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.26,USD,2.98,lb,,1.0,19,Vegetables,Fruit-Vegetable,Overproduction,Oski's,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,21:22:21,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.11,USD,8.05,lb,,1.0,18,Potatoes,Starch,Overproduction,Oski's,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,21:21:45,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.22,USD,6.87,lb,,1.0,22,Vegetables,Fruit-Vegetable,Overproduction,Oski's,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,21:21:10,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.76,USD,2.32,lb,,1.0,17,Vegetables,Fruit-Vegetable,Overproduction,Oski's,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,21:20:32,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,24.16,USD,4.40,lb,,1.0,20,Beef - Ground,Meat-Protein,Overproduction,Oski's,Compost,Donation Pan,Pre-Consumer,FSW,,0,
2024-10-17,21:20:05,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,18.96,USD,2.74,lb,,1.0,38,Beef - Whole,Meat-Protein,Presented - Not Sold,Oski's,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,21:19:01,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.05,USD,7.95,lb,,1.0,17,Potatoes,Starch,Overproduction,Oski's,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,21:18:24,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.45,USD,6.76,lb,,1.0,23,Potatoes,Starch,Overproduction,Bear Fit,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,21:17:24,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,14.33,USD,8.70,lb,,1.0,21,Tofu,Meat-Protein,Overproduction,Oski's,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,21:16:56,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.26,USD,2.47,lb,,1.0,22,Potatoes,Starch,Overproduction,Oski's,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,21:16:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.83,USD,3.72,lb,,1.0,64,Vegetables,Fruit-Vegetable,Overproduction,Oski's,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,14:38:13,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,41.67,USD,12.82,lb,,1.0,47,Mixed Protein,Mixed Foods,Expired / Out of Date,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Cook,,0,
2024-10-17,10:25:45,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.78,USD,1.74,lb,,1.0,21,Fruit,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Sixth Pan (6-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,10:23:53,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.76,USD,0.39,lb,,1.0,16,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,10:22:48,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.27,USD,2.39,lb,,1.0,11,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,10:21:14,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.13,USD,1.19,lb,,1.0,12,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,10:20:39,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.83,USD,0.48,lb,,1.0,16,Waffle,Bread-Cereal,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,10:20:02,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.55,USD,1.01,lb,,1.0,14,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,10:18:45,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,10.59,USD,5.67,lb,,1.0,13,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-17,10:18:07,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.97,USD,2.59,lb,,1.0,26,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-16,21:22:49,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.73,USD,3.79,lb,,1.0,23,Pasta,Starch,Presented - Not Sold,Pizza and Pasta,Compost,Sheet/Roasting Pan,Pre-Consumer,FSW,,0,
2024-10-16,21:22:26,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,8.55,USD,13.36,lb,,1.0,14,Beans,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-16,21:22:10,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,24.29,USD,3.51,lb,,1.0,26,Beef - Whole,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-16,21:21:43,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,17.06,USD,3.79,lb,,1.0,26,Alternative Meat,Meat-Protein,Presented - Not Sold,Pizza and Pasta,Compost,Half Sheet,Pre-Consumer,FSW,,0,
2024-10-16,21:20:53,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.07,USD,1.41,lb,,1.0,26,Vegetables,Fruit-Vegetable,Presented - Not Sold,Pastas,Compost,2in Saucepan,Pre-Consumer,FSW,,0,
2024-10-16,21:19:26,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,10.52,USD,10.68,lb,,1.0,37,Pasta,Starch,Presented - Not Sold,Pastas,Compost,4in Oval,Pre-Consumer,FSW,,0,
2024-10-16,18:03:56,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,63.08,USD,11.49,lb,,1.0,31,Beef - Ground,Meat-Protein,Expired / Out of Date,Center Plate,Compost,Full Hotel Pan (2.5-inch) Plastic,Pre-Consumer,SC Marco,,0,
2024-10-16,18:02:45,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,9.00,USD,17.64,lb,,1.0,34,Potatoes,Starch,Quality,Center Plate,Compost,Sheet/Roasting Pan,Pre-Consumer,SC Marco,,0,
2024-10-16,16:46:26,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.20,USD,4.21,lb,,1.0,22,Vegetables,Fruit-Vegetable,Expired / Out of Date,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,SC Marco,,0,
2024-10-16,14:51:26,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.85,USD,1.12,lb,,1.0,30,Tofu,Meat-Protein,Overproduction,Big C Vegan,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-16,14:50:46,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.34,USD,1.63,lb,,1.0,28,Alternative Meat,Meat-Protein,Overproduction,Big C Vegan,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-16,14:50:10,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.32,USD,0.96,lb,,1.0,55,Alternative Meat,Meat-Protein,Overproduction,Big C Vegan,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-16,10:58:17,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,12.49,USD,6.69,lb,,1.0,49,Eggs,Dairy & Eggs,Overproduction,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-16,10:27:14,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.02,USD,0.04,lb,,1.0,33,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-16,10:25:56,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.88,USD,1.61,lb,,1.0,26,Turkey,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-16,10:24:46,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.66,USD,1.75,lb,,1.0,15,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-16,10:24:05,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,11.93,USD,6.39,lb,,1.0,28,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-15,21:27:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,64.59,USD,13.46,lb,,1.0,13,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student,,0,
2024-10-15,21:26:05,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.45,USD,8.49,lb,,1.0,110,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student,,0,
2024-10-15,21:24:14,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,17.00,USD,26.56,lb,,2.0,15,Beans,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-15,21:23:33,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.47,USD,8.51,lb,,1.0,18,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-15,21:22:07,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.33,USD,6.77,lb,,1.0,25,Beans,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-15,21:20:36,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,8.97,USD,1.87,lb,,1.0,21,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-10-15,21:19:15,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.23,USD,5.05,lb,,1.0,11,Beans,Starch,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-10-15,21:18:52,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.08,USD,4.05,lb,,1.0,17,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-15,21:18:15,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.78,USD,7.90,lb,,1.0,21,Pasta,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-15,21:17:01,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.73,USD,7.54,lb,,1.0,31,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-15,21:16:06,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.40,USD,0.52,lb,,1.0,11,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-10-15,21:15:37,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.73,USD,2.27,lb,,1.0,72,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-10-15,12:13:25,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,10.40,USD,13.69,lb,,1.0,38,Vegetables,Fruit-Vegetable,Expired / Out of Date,Big C Vegan,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,SC Marco,,0,
2024-10-15,12:12:02,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,50.36,USD,11.19,lb,,1.0,43,Alternative Meat,Meat-Protein,Overproduction,Big C Vegan,Compost,Donation Pan,Pre-Consumer,SC Marco,,0,
2024-10-15,11:02:58,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,16.84,USD,9.02,lb,,1.0,31,Eggs,Dairy & Eggs,Overproduction,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,SC Marco,,0,
2024-10-15,10:23:59,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.20,USD,3.25,lb,,1.0,26,Fruit,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Sixth Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-15,10:22:20,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.70,USD,3.33,lb,,1.0,26,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-15,10:21:36,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.44,USD,3.45,lb,,1.0,21,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-15,10:21:06,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.56,USD,1.68,lb,,1.0,11,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-15,10:20:25,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.97,USD,2.59,lb,,1.0,18,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-15,10:19:57,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.06,USD,0.06,lb,,1.0,9,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-15,10:19:21,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.35,USD,0.37,lb,,1.0,12,Turkey,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-15,10:19:03,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,14.26,USD,5.72,lb,,1.0,51,Hot Cereal,Bread-Cereal,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-15,10:18:01,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,9.65,USD,5.17,lb,,1.0,10,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-15,10:17:12,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.47,USD,0.74,lb,,1.0,12,Beans,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-15,10:15:47,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.95,USD,2.65,lb,,1.0,14,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-15,10:14:45,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.03,USD,0.45,lb,,1.0,20,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-14,21:42:24,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,22.74,USD,13.80,lb,,2.0,35,Tofu,Meat-Protein,Overproduction,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-14,21:41:41,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.39,USD,1.83,lb,,1.0,23,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-14,21:31:02,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,10.68,USD,10.84,lb,,4.0,85,Pasta,Starch,Overproduction,Center Plate,Donation,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-14,21:29:20,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,16.86,USD,4.28,lb,,1.0,37,Fish,Meat-Protein,Presented - Not Sold,Center Plate,Donation,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-14,21:25:52,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.69,USD,2.23,lb,,1.0,29,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-14,21:25:21,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.69,USD,2.23,lb,,1.0,60,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-14,21:23:50,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,9.90,USD,10.05,lb,,1.0,18,Pasta,Starch,Presented - Not Sold,Pasta Station,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-14,21:22:46,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.93,USD,5.01,lb,,1.0,57,Pasta,Starch,Presented - Not Sold,Pasta Station,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-14,21:21:12,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.41,USD,1.86,lb,,1.0,24,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-14,21:20:24,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,8.37,USD,5.08,lb,,1.0,28,Tofu,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-14,21:19:40,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,31.42,USD,4.54,lb,,1.0,32,Beef - Whole,Meat-Protein,Presented - Not Sold,Bear Fit,Donation,Donation Pan,Pre-Consumer,Student,,0,
2024-10-14,21:18:34,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.82,USD,2.97,lb,,1.0,26,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-14,21:17:44,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.88,USD,5.17,lb,,1.0,63,Gravy,Soup-Sauce-Gravy,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-14,21:16:36,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.95,USD,6.17,lb,,1.0,26,Beans,Starch,Presented - Not Sold,Bear Fit,Donation,Half Sheet,Pre-Consumer,Student,,0,
2024-10-14,21:15:55,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,19.73,USD,3.30,lb,,1.0,53,Shellfish-Shrimp,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-14,21:14:07,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.27,USD,7.65,lb,,1.0,17,Rice,Starch,Overproduction,Center Plate,Compost,Donation Pan,Pre-Consumer,Cook,,0,
2024-10-14,21:13:36,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.94,USD,5.19,lb,,1.0,23,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,Donation Pan,Pre-Consumer,Cook,,0,
2024-10-14,21:12:34,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.32,USD,7.00,lb,,1.0,30,Vegetables,Fruit-Vegetable,Overproduction,Pastas,Compost,2in Oval,Pre-Consumer,Student,,0,
2024-10-14,21:11:59,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.11,USD,6.73,lb,,1.0,61,Vegetables,Fruit-Vegetable,Overproduction,Pastas,Compost,2in Oval,Pre-Consumer,Student,,0,
